rank,address,status,score,trades30d,pnl30d,winRate,consistency,maxDrawdown,daysSinceLastTrade,firstSeenGeneration,reason
281,0x7d99fd25681c6af0b2e12ffbe7407bbeb285c027,watch,0.7400,199,0.8278,0.9900,0.5000,0.1500,1,0,"global score 0.74 above threshold 0.5, copyable"
282,0x19f008164b5d367629089edc2c8ecc1a5ef684f8,watch,0.1900,0,0.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.19; trades often illiquid; few resolved trades"
283,0x0cadd243b61a15fd47c49b57f0a64797ded1c7d5,watch,0.7100,500,0.7137,0.3200,0.1600,0.1500,1,0,"global score 0.71 above threshold 0.5, copyable"
284,0xa7000c3076f4f60c5dbef6c3a420223c6f12102b,watch,0.4700,500,-0.0492,0.2500,0.1300,0.1500,1,0,"borderline score 0.47; no copyability concerns detected"
285,0xd8ffb881f1a38e14b4ed334ccbe9761f4d97473d,watch,0.6200,500,0.2253,0.5400,0.2700,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
286,0x81d660b27a86a406f453505ac2a6575e2fbcbe2c,watch,0.7300,426,0.3966,0.9000,0.4500,0.1500,1,0,"global score 0.73 above threshold 0.5, copyable"
287,0xbbd339eb192219358de7b92f70f595e41471641b,watch,0.4200,500,-0.3293,0.2400,0.1200,0.1500,1,0,"borderline score 0.42; no copyability concerns detected"
287,0xcd71fd5370880f3d92bb941e628c05840fe0d127,watch,0.6600,217,0.0955,0.9800,0.4900,0.1500,1,0,"global score 0.66 above threshold 0.5, copyable"
288,0x7650e94d9c2decc455d7e2b9f8af0c0aa319fac1,watch,0.5800,499,0.1016,0.2700,0.1400,0.1500,1,0,"global score 0.58 above threshold 0.5, copyable"
289,0x3c58ef422754ff22c7e806336feba0064d8b776b,watch,0.5500,459,0.0496,0.6100,0.3100,0.1500,1,0,"global score 0.55 above threshold 0.5, copyable"
290,0x45060425ac73951a6f57474a9321abea427843fd,watch,0.8600,114,0.9200,1.0000,0.5000,0.1500,1,0,"global score 0.86 above threshold 0.5, copyable"
290,0xe401e10c4bb3b6e222f90e678febb25a138daf1b,watch,0.6500,177,0.2153,0.7200,0.3600,0.1500,1,0,"global score 0.65 above threshold 0.5, copyable"
291,0x011f2d377e56119fb09196dffb0948ae55711122,watch,0.6000,500,-0.0643,0.7000,0.3500,0.1500,1,0,"global score 0.6 above threshold 0.5, copyable"
291,0x1c66c88a4be1ca1081d93c6e1fd5b5b5847ce371,watch,0.5800,391,0.1515,0.4800,0.2400,0.1500,1,0,"global score 0.58 above threshold 0.5, copyable"
291,0xb4eea1c82f0c4cf7e02e69212bd447a63314cc59,watch,0.3300,396,-0.4682,0.1100,0.0500,0.1500,1,0,"weak score 0.33; spreads usually wide"
291,0xd52b8dcb4b812c4056faf41164a6f6c73f4c5c72,watch,0.7900,500,0.2527,1.0000,0.5000,0.1500,1,0,"global score 0.79 above threshold 0.5, copyable"
292,0x2e78d7a77df765928de65f17196671fa83f2067e,watch,0.4200,500,-0.2134,0.5900,0.3000,0.1500,1,0,"borderline score 0.42; spreads usually wide"
293,0x2dc13c6bda81b202281e796953a7323de675b33c,watch,0.5300,143,-0.0194,0.5200,0.2600,0.1500,1,0,"global score 0.53 above threshold 0.5, copyable"
293,0xa5517ed74c6b07843946e0e69cad10a9fa94e050,watch,0.7300,11,0.7493,1.0000,0.5000,0.1500,1,0,"global score 0.73 above threshold 0.5, copyable"
294,0x26165df18c4dae74bfc20b8f266f0887fedbc6aa,watch,0.8200,28,2.5826,1.0000,0.5000,0.1500,1,0,"global score 0.82 above threshold 0.5, copyable"
295,0x22e4248bdb066f65c9f11cd66cdd3719a28eef1c,watch,0.5700,187,0.0989,0.8100,0.4100,0.1500,1,0,"global score 0.57 above threshold 0.5, copyable"
295,0x2fc26fa727e3fa7aa5011564ac5f55599826cfce,watch,0.6500,500,0.3454,0.5100,0.2600,0.1500,1,0,"global score 0.65 above threshold 0.5, copyable"
295,0xc0fd3818a930ed9404e0ac6019939ea97ff5a0a9,watch,0.7500,500,0.4219,0.7400,0.3700,0.1500,1,0,"global score 0.75 above threshold 0.5, copyable"
295,0xfa5f246bb1dbfe039dc7f4d3eede0d9808a86bfe,watch,0.4000,500,-0.8192,0.1900,0.0900,0.1500,1,0,"borderline score 0.4; no copyability concerns detected"
296,0x323239497bf22069f1ea44008a362a150c7518ae,watch,0.6200,107,0.5648,0.0800,0.0400,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
296,0x54ce7dd357766fc3255645e55ef41edd51cc9f80,watch,0.5100,465,-0.0332,0.5300,0.2600,0.1500,1,0,"global score 0.51 above threshold 0.5, copyable"
296,0xb9392e612a5b05063ca012b5dede548e16e5da70,watch,0.7100,16,0.6190,0.6900,0.3400,0.1500,1,0,"global score 0.71 above threshold 0.5, copyable"
297,0x404239ba5dafb17da139d664ec720bf2f35f058f,watch,0.7300,235,0.6897,0.8000,0.4000,0.1500,1,0,"global score 0.73 above threshold 0.5, copyable"
297,0x6d9fc316c3b8377060a44b852ba664adbfd59790,watch,0.4700,91,-0.0299,0.4800,0.2400,0.1500,1,0,"borderline score 0.47; spreads usually wide"
297,0x71389d69bb86385f122e18bb427578f1d70e8c89,watch,0.5700,439,0.0737,0.6500,0.3300,0.1500,1,0,"global score 0.57 above threshold 0.5, copyable"
297,0xe075f638300fa182a930ebf9abd8db7fdbaaf2dd,watch,0.7200,72,2.9387,0.8500,0.4200,0.1500,1,0,"global score 0.72 above threshold 0.5, copyable"
297,0xff72a6a01da59f9a8656e0ad39cdb048d0a4cdaa,watch,0.4300,116,-0.1165,0.2700,0.1300,0.1500,1,0,"borderline score 0.43; spreads usually wide"
298,0x21064fd320bfd5a86f8c92a94d3209edf4154dea,watch,0.5900,500,0.0115,0.1500,0.1300,0.1500,1,0,"global score 0.59 above threshold 0.5, copyable"
298,0x4d747307bbe6bf67506a40ea66569bf560b1a37f,watch,0.4200,426,-0.2329,0.5600,0.2800,0.1500,1,0,"borderline score 0.42; spreads usually wide"
299,0x000e3112ff76ff6c5eb3c6bd5dec30bc9787f7e9,watch,0.6600,434,0.3042,0.5600,0.2800,0.1500,1,0,"global score 0.66 above threshold 0.5, copyable"
299,0x161eb16874e34f545991e774b4e1ac5b65f86ef0,watch,0.6300,500,0.0240,0.9900,0.5000,0.1500,1,0,"global score 0.63 above threshold 0.5, copyable"
299,0x32ed517a571c01b6e9adecf61ba81ca48ff2f960,watch,0.7100,407,0.4226,0.4500,0.2300,0.1500,1,0,"global score 0.71 above threshold 0.5, copyable"
299,0x4e56f1ddaa8f5328036c449b89e731ec748cdee1,watch,0.6800,178,0.2368,0.7600,0.3800,0.1500,1,0,"global score 0.68 above threshold 0.5, copyable"
299,0xdb7e54afd03f4aa344c6b15bb78f7b540be51fba,watch,0.5400,500,0.1380,0.4400,0.2200,0.1500,1,0,"global score 0.54 above threshold 0.5, copyable"
300,0x005c7d76f6d76b9ca43dd2bb7d4414f205838cc2,watch,0.3000,13,0.1777,0.2300,0.1200,0.1500,1,0,"weak score 0.3; spreads usually wide; profit concentrated in one trade"
300,0x4366ab8b8b27e4139d94a532e3cec94a83d1c73e,watch,0.7600,456,0.6646,0.8500,0.4300,0.1500,1,0,"global score 0.76 above threshold 0.5, copyable"
300,0x5dceeeec594b80f465d1be87712a0d6b6885ecd7,watch,0.6100,140,0.4844,0.9600,0.4800,0.1500,1,0,"global score 0.61 above threshold 0.5, copyable"
300,0x6c1fb68a250c75dcb321c56e1f21891d330787fc,watch,0.3100,29,-1.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.31; spreads usually wide"
300,0xa900aaca24c09384bc0631f7c1995cea494b3805,watch,0.7300,243,0.6988,0.5100,0.2600,0.1500,1,0,"global score 0.73 above threshold 0.5, copyable"
301,0x7b0b3850eb4a00289a6e00097bc4daeec39cc3df,watch,0.5100,497,-0.1621,0.3800,0.1900,0.1500,1,0,"global score 0.51 above threshold 0.5, copyable"
301,0x9a2295661f3271b35ae4fb6a7078a208200ac1ef,watch,0.3100,125,-1.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.31; spreads usually wide"
301,0xfcdc071df7080c214196bb0b3b751e5417f9d8e3,watch,0.5000,418,0.0158,0.5000,0.2900,0.1500,1,0,"global score 0.5 above threshold 0.5, copyable"
302,0x332a020cfab56b019b470ca47b63fda745d6c9a2,watch,0.6200,500,0.2498,0.4200,0.2100,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
302,0xa1135292ca71a52c4cc14f1d717420f38ed6bb53,watch,0.6200,500,0.1998,0.5100,0.2600,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
303,0x68ae0c4da7b7b811bb4a17d9070e581ff2f96358,watch,0.7800,500,0.7413,0.8600,0.4300,0.1500,1,0,"global score 0.78 above threshold 0.5, copyable"
303,0xa0e72d5575095199ae08ce0dce447f21b7249461,watch,0.5100,330,-0.0571,0.5000,0.2500,0.1500,1,0,"global score 0.51 above threshold 0.5, copyable"
304,0x68fe494c5ca794f3f247f4ec2a8bf95e3ef28792,watch,0.7300,29,0.4695,0.5200,0.2600,0.1500,1,0,"global score 0.73 above threshold 0.5, copyable"
305,0xa05ec37f1039fab381d8f353354d00cd8c594394,watch,0.5800,447,0.0953,0.6900,0.3500,0.1500,1,0,"global score 0.58 above threshold 0.5, copyable"
305,0xc4cdca12b56cc84f57e7f314ea4ed03be488a98d,watch,0.6600,281,0.2878,0.4600,0.2300,0.1500,1,0,"global score 0.66 above threshold 0.5, copyable"
306,0x87531c465a5a729850e1e2c4fd4af3dcb87d85ad,watch,0.6100,500,0.1648,0.7200,0.3600,0.1500,1,0,"global score 0.61 above threshold 0.5, copyable"
307,0x888b6adca603e900a9d71613732727a68f7e5d1a,watch,0.6000,65,0.1631,0.6200,0.3100,0.1500,1,0,"global score 0.6 above threshold 0.5, copyable"
308,0x2220498c3b544b9dd9c062ccf4ab9c0ff2191a0f,watch,0.4900,461,-0.0653,0.4600,0.2300,0.1500,1,0,"borderline score 0.49; no copyability concerns detected"
308,0xc3cd1d612bbf9fbf80da5a9bff0b0470cb46816c,watch,0.6200,500,0.0020,0.4000,0.3100,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
309,0x96f452cb979b24e4ad4af05338b7a34a60d7edc5,watch,0.3300,135,-0.4708,0.0900,0.0400,0.1500,1,0,"weak score 0.33; spreads usually wide"
309,0xc7a7b1067ad4b7b08f3947c659bd4a3d66ed880f,watch,0.1000,1,-1.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.1; spreads usually wide; few resolved trades"
310,0xc8075693f48668a264b9fa313b47f52712fcc12b,watch,0.3800,500,-0.2953,0.1600,0.0800,0.1500,1,0,"borderline score 0.38; no copyability concerns detected"
311,0xa3b5da76ffbbe3325bb1b40a30f6a4634962941a,watch,0.4200,500,-0.1372,0.3900,0.1900,0.1500,1,0,"borderline score 0.42; spreads usually wide"
312,0x39d3c773be30fcc73161fc6768f46d563a779ef0,watch,0.3900,368,-0.1363,0.1800,0.0900,0.1500,1,0,"borderline score 0.39; spreads usually wide"
312,0xbcf29f18e98917ff82726e042645d234c6a422ff,watch,0.6600,67,0.0900,0.9900,0.4900,0.1500,1,0,"global score 0.66 above threshold 0.5, copyable"
313,0xcb725a9a8a5173ddc3d4750277ca3cbd8a206532,watch,0.6700,486,0.2765,0.5700,0.2800,0.1500,1,0,"global score 0.67 above threshold 0.5, copyable"
314,0xa39c488ea8269609aea27f5f8486044d839908bc,watch,0.7100,412,0.0998,0.9900,0.5000,0.1500,1,0,"global score 0.71 above threshold 0.5, copyable"
315,0xdf920cc41d76c0d3f24e5778e53624dd1b426fa0,watch,0.1900,0,0.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.19; trades often illiquid; few resolved trades"
316,0x21f333307ac6d2e65ac82f014b3dd2b64cbc35e3,watch,0.5700,468,0.1189,0.5200,0.2600,0.1500,1,0,"global score 0.57 above threshold 0.5, copyable"
317,0x0e3fa6fa9339ed2ae89ac6f25c382303bd1f6dee,watch,0.5800,396,0.1077,0.5400,0.2700,0.1500,1,0,"global score 0.58 above threshold 0.5, copyable"
317,0x3dd2db2d398ff72c2c71c9ad6473368b941e9ab1,watch,0.4800,114,-0.0645,0.6100,0.3000,0.1500,1,0,"borderline score 0.48; spreads usually wide"
317,0xf3ef6ac0510c9eabc42fbb146b5c3c64edc1ca6b,watch,0.8100,64,0.5277,0.9200,0.4600,0.1500,1,0,"global score 0.81 above threshold 0.5, copyable"
318,0xbc75cabb772f1da1c1772430620da0174c453f69,watch,0.6300,47,0.0106,0.6800,0.3400,0.1500,1,0,"global score 0.63 above threshold 0.5, copyable"
319,0x617c18ba835cbdb50030cb2261c66e878b5e03e1,watch,0.8100,500,0.7261,0.9500,0.4800,0.1500,1,0,"global score 0.81 above threshold 0.5, copyable"
320,0xcf7379b4b891c06d88807f6f70efa75378120215,watch,0.6200,500,0.0801,0.6700,0.3300,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
321,0x6945839be4e09b8e28eb8bdd5088c7a70dc7729c,watch,0.7300,500,0.6285,0.6000,0.3000,0.1500,1,0,"global score 0.73 above threshold 0.5, copyable"
322,0x00754e79d9507852a287475e8dad4c6a58b25f10,watch,0.7800,69,4.2916,0.7000,0.3500,0.1500,1,0,"global score 0.78 above threshold 0.5, copyable"
322,0xf49614e63fb15383d4a9b717a1be03ad2410fe79,watch,0.4200,447,-0.2488,0.3500,0.1800,0.1500,1,0,"borderline score 0.42; no copyability concerns detected"
323,0x95fa4cc0be88b13a60529a651d82f940f38466b3,watch,0.5300,497,-0.0160,0.5900,0.3000,0.1500,1,0,"global score 0.53 above threshold 0.5, copyable"
324,0x482acc0c3c6268a16482953be000b2b46cccc85d,watch,0.5700,361,0.1006,0.5600,0.2800,0.1500,1,0,"global score 0.57 above threshold 0.5, copyable"
325,0x31e257bfaf805ddf74d08b25b6d54ade519adf57,watch,0.7300,500,0.6528,0.8400,0.4200,0.1500,1,0,"global score 0.73 above threshold 0.5, copyable"
326,0x3663ed135115e034de3a9ad8cdca8493e8d68950,watch,0.3500,1,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.35; few resolved trades"
326,0xf8f51be8e6a748fbb63d308f4b588b8754743766,watch,0.7400,256,0.6209,0.9700,0.4900,0.1500,1,0,"global score 0.74 above threshold 0.5, copyable"
327,0xd88871e6dfd85946a38f1015d8174604bcc93c9f,watch,0.5200,500,0.0022,0.6700,0.3400,0.1500,1,0,"global score 0.52 above threshold 0.5, copyable"
328,0x68c24bf4a8ad4d79a6fe4b8eec6f93a02dfd1711,watch,0.7800,103,0.5549,0.5900,0.3000,0.1500,1,0,"global score 0.78 above threshold 0.5, copyable"
329,0x364d9754b1c9b754471785546ed715ede39f9f8f,watch,0.6800,474,0.2824,0.9400,0.4700,0.1500,1,0,"global score 0.68 above threshold 0.5, copyable"
329,0xd9476f80a7d12990b3a379b9173aa52fb07a7451,watch,0.4100,500,-0.5130,0.2900,0.1400,0.1500,1,0,"borderline score 0.41; spreads usually wide"
330,0xc9228fb6f7ea5da331a879e372b48db824452618,watch,0.5800,493,0.1403,0.4700,0.2300,0.1500,1,0,"global score 0.58 above threshold 0.5, copyable"
331,0x2a2c53bd278c04da9962fcf96490e17f3dfb9bc1,watch,0.1900,0,0.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.19; trades often illiquid; few resolved trades"
332,0x4228048ea2f8f571ff2777cc32baee584c5134cb,watch,0.5300,500,0.0433,0.5500,0.2800,0.1500,1,0,"global score 0.53 above threshold 0.5, copyable"
333,0x6b88b6a431c5ec9b3afdb76e69393d0404909856,watch,0.6700,497,0.2938,0.5200,0.2600,0.1500,1,0,"global score 0.67 above threshold 0.5, copyable"
334,0xbcfea72570b4a5b5aaabcd33f09c7b91805803f4,watch,0.1900,0,0.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.19; trades often illiquid; few resolved trades"
335,0xc741e2b390b38b0cee5443ab4f9f6620a153880a,watch,0.3000,1,6.2993,1.0000,1.0000,0.1500,1,0,"weak score 0.3; profit concentrated in one trade; few resolved trades"
336,0x5652090d21c85a9d1ca5b6a41fe07f3099fb00c9,watch,0.5900,210,0.1093,0.8800,0.4400,0.1500,1,0,"global score 0.59 above threshold 0.5, copyable"
337,0xc23dc0eca9e1c2e293de8911b9ac254f0bcd82c8,watch,0.5500,500,0.0321,0.6800,0.3400,0.1500,1,0,"global score 0.55 above threshold 0.5, copyable"
338,0x328ae9a0564d71f721efc87356d583ea73a030c9,watch,0.1900,0,0.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.19; trades often illiquid; few resolved trades"
339,0x3f41a9f7c771c05b3922d141d30d60b912d55ffc,watch,0.4900,482,-0.0242,0.5700,0.2900,0.1500,1,0,"borderline score 0.49; spreads usually wide"
339,0x9877d69dd6db25356114ef29b59f3e16e75d37cd,watch,0.3100,5,7.8396,1.0000,0.5000,0.1500,1,0,"weak score 0.31; profit concentrated in one trade"
340,0x362ea6c4dbafffe5df6a3cc6f8f4029547238983,watch,0.3300,494,-0.7738,0.0700,0.0300,0.1500,1,0,"weak score 0.33; spreads usually wide"
340,0x388537259dc9e693c1c9b96fdf07a63f6b7aca77,watch,0.5900,319,0.0645,0.6700,0.3400,0.1500,1,0,"global score 0.59 above threshold 0.5, copyable"
341,0x8546a601f7c7cc3dae7141f20b0e09e42bbf35b8,watch,0.7400,497,0.4065,0.6300,0.3100,0.1500,1,0,"global score 0.74 above threshold 0.5, copyable"
341,0xcbf60102a6e3c072aa961498100bc35b80bea8cc,watch,0.2600,2,0.6920,1.0000,0.5000,0.1500,1,0,"weak score 0.26; profit concentrated in one trade; few resolved trades"
342,0x2e3c40fa47b27c676ddd573064162f57d51508ba,watch,0.5600,84,0.0150,0.4600,0.2300,0.1500,1,0,"global score 0.56 above threshold 0.5, copyable"
342,0xa8bd9ae70657db83444c6ca987b8aeb9fb0ab7aa,watch,0.5100,450,-0.0324,0.7300,0.3600,0.1500,1,0,"global score 0.51 above threshold 0.5, copyable"
342,0xe68ba84c4b41741f34864695dd5472209d77b796,watch,0.7400,108,0.3078,0.8900,0.4400,0.1500,1,0,"global score 0.74 above threshold 0.5, copyable"
343,0xdb3a293fe14c3f46f1bdc7aba7cab559aa29d1cc,watch,0.7300,492,0.3469,0.7700,0.3800,0.1500,1,0,"global score 0.73 above threshold 0.5, copyable"
344,0x98f5d88798331947dc2a0f9087308a17c41f754f,watch,0.7100,500,0.9760,0.6900,0.3500,0.1500,1,0,"global score 0.71 above threshold 0.5, copyable"
345,0x6046cd5f7fbb585eb088b18071a5007677e287f8,watch,0.5400,500,0.0568,0.2600,0.1300,0.1500,1,0,"global score 0.54 above threshold 0.5, copyable"
345,0xf00698742d193fa8e88c86de98c15973c2a1bb6c,watch,0.6600,500,0.0024,0.5600,0.5000,0.1500,1,0,"global score 0.66 above threshold 0.5, copyable"
346,0x4cb03276679d644ec1852f744668f345d41657e0,watch,0.6300,262,0.2327,0.5000,0.2500,0.1500,1,0,"global score 0.63 above threshold 0.5, copyable"
346,0x4d5c0683dd4e6a41e0bb3a54e5283462b36ed8f2,watch,0.6400,500,0.2204,0.6400,0.3200,0.1500,1,0,"global score 0.64 above threshold 0.5, copyable"
346,0x661daf6af6d884012dd6db73c09d72e8be224dc6,watch,0.5800,500,-0.0046,0.5200,0.2600,0.1500,1,0,"global score 0.58 above threshold 0.5, copyable"
346,0x678f35178855174c0fca3321d98e09beb002eac9,watch,0.5100,5,0.3497,1.0000,0.5000,0.1500,1,0,"global score 0.51 above threshold 0.5, copyable"
347,0x0bf4e337efc7c954cd7ae2c150df3b1fd3c7c5f6,watch,0.6500,8,0.5019,1.0000,0.5000,0.1500,1,0,"global score 0.65 above threshold 0.5, copyable"
347,0x5a7c576b4e6b704b070b50620ab860cd226aeab7,watch,0.6800,500,0.3267,0.5400,0.2700,0.1500,1,0,"global score 0.68 above threshold 0.5, copyable"
347,0x80a0da00fbdc8440b0ef601341f14c3e24795708,watch,0.8200,175,0.5128,0.9900,0.5000,0.1500,1,0,"global score 0.82 above threshold 0.5, copyable"
347,0xe29042f5d913dcc4015aab3455c13c58514ca33f,watch,0.5400,500,0.0568,0.4100,0.2600,0.1500,1,0,"global score 0.54 above threshold 0.5, copyable"
348,0x73a08a8fd6e871cfdeb22c836f6db76d8a67f79f,watch,0.1900,7,0.1584,0.4300,0.2100,0.1500,1,0,"weak score 0.19; profit concentrated in one trade"
348,0xe10f80c13b3cc95d2983935489741c2d463de4ae,watch,0.6500,371,0.2295,0.7000,0.3500,0.1500,1,0,"global score 0.65 above threshold 0.5, copyable"
348,0xf4baccff188321440a1ed01a5d5fd89c3e1f5933,watch,0.5800,282,0.1793,1.0000,0.5000,0.1500,1,0,"borderline score 0.58; trades often illiquid"
349,0x258c8a3ab3f9dd5c1e3bb05f54a9187247b77c23,watch,0.7000,454,0.3085,0.7100,0.3500,0.1500,1,0,"global score 0.7 above threshold 0.5, copyable"
349,0x58a382757ceb02e6f78fecb643f944c155195336,watch,0.6200,428,0.2020,0.6100,0.3100,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
349,0xd7d36345c4aab150e59577e360696b01d01d698b,watch,0.6100,491,0.1480,0.6400,0.3200,0.1500,1,0,"global score 0.61 above threshold 0.5, copyable"
349,0xe57d039ba66a27c082e04cac001abbf3791fbf4c,watch,0.5900,375,0.1260,0.4400,0.2200,0.1500,1,0,"global score 0.59 above threshold 0.5, copyable"
350,0xb2e42d29690b7b63335a03c0fd5e64df0681b7f1,watch,0.4800,275,-0.0315,0.4200,0.3000,0.1500,1,0,"borderline score 0.48; spreads usually wide"
350,0xbc26352dac6b2cc9274dae39f73269192caa15f9,watch,0.6600,29,0.9586,0.2100,0.1000,0.1500,1,0,"global score 0.66 above threshold 0.5, copyable"
350,0xbf833a720d91906cf8b804a1adf39e9f61383385,watch,0.5500,485,-0.0145,0.7200,0.3600,0.1500,1,0,"global score 0.55 above threshold 0.5, copyable"
350,0xf6d0642148933ea5a0c5c9ad33c1c1b517e69391,watch,0.4500,500,0.0054,0.2800,0.1400,0.1500,1,0,"borderline score 0.45; spreads usually wide"
351,0xd32ce89f16509d3c8f8b5e9750305a5b2bc2a4c2,watch,0.6600,500,0.0033,0.4800,0.4500,0.1500,1,0,"global score 0.66 above threshold 0.5, copyable"
352,0x0e64bde21d716711fbe59095eb0c88fae55e336d,watch,0.5900,381,0.1163,0.5300,0.2700,0.1500,1,0,"global score 0.59 above threshold 0.5, copyable"
352,0x5811c8ad5dc5990528357ecf1a6d03311d6c0976,watch,0.5500,500,0.0452,0.3700,0.1800,0.1500,1,0,"global score 0.55 above threshold 0.5, copyable"
353,0x04677c0cd4b904b50f0f829586824b773feefb2e,watch,0.5000,324,0.0087,0.9100,0.4600,0.1500,1,0,"borderline score 0.5; spreads usually wide"
353,0xcb92e59eef071c7dfac33fbc64c60952d277e62f,watch,0.5700,500,0.1252,0.4800,0.2400,0.1500,1,0,"global score 0.57 above threshold 0.5, copyable"
354,0x1ee9a5fc09665909c0cce297c581703bfbb9197f,watch,0.5800,89,0.0837,0.4700,0.2400,0.1500,1,0,"global score 0.58 above threshold 0.5, copyable"
354,0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,watch,0.6200,471,0.0009,0.6500,0.3200,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
355,0x9e1cf3d09ee318190d8285ea773a53007fa0b3ab,watch,0.4900,500,0.0035,0.5700,0.2900,0.1500,1,0,"borderline score 0.49; spreads usually wide"
355,0xd1a63a243042d864520512fbdbd2fd20e0ab1507,watch,0.5600,500,-0.0207,0.4100,0.4000,0.1500,1,0,"global score 0.56 above threshold 0.5, copyable"
356,0x724db3c436dcc7b26fbe1ae0c0d6af538b588dea,watch,0.4000,365,0.0495,0.4500,0.2200,0.1500,1,0,"borderline score 0.4; spreads usually wide; trades often illiquid"
356,0xb5f610da3e3563ab86679086b70922f014f0aba9,watch,0.4800,199,-0.1338,0.6300,0.3100,0.1500,1,0,"borderline score 0.48; no copyability concerns detected"
357,0x5d5a68ba12cf0264ea2dab626d99abb9a71c4289,watch,0.4600,489,0.1041,0.4800,0.2400,0.1500,1,0,"borderline score 0.46; trades often illiquid"
357,0x684d4c641c42da041fd39238a9b87f3ebb757271,watch,0.7800,152,1.7321,0.8100,0.4000,0.1500,1,0,"global score 0.78 above threshold 0.5, copyable"
357,0x85d53efdd055aa88fb00a914f5615bfd585545ee,watch,0.5200,498,-0.0265,0.5700,0.2900,0.1500,1,0,"global score 0.52 above threshold 0.5, copyable"
358,0x671a326088dea34b79c51947e4a92c83545a2f1e,watch,0.6200,500,0.0491,0.6600,0.3300,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
359,0x571adca3ed8e6593548d9d15117e8a51fa413315,watch,0.5500,113,0.1122,0.1400,0.0700,0.1500,1,0,"global score 0.55 above threshold 0.5, copyable"
360,0x1a3fb05e94caef23e28905767cd603eb574a6dea,watch,0.2500,3,0.0046,1.0000,0.5000,0.1500,1,0,"weak score 0.25; spreads usually wide; profit concentrated in one trade; few resolved trades"
361,0x3881ababc5e2bc1e6741a8b2690404426a19804e,watch,0.5100,500,-0.0618,0.5700,0.2800,0.1500,1,0,"global score 0.51 above threshold 0.5, copyable"
361,0x7bbf09fc724e3ca90332e17d4f352b3cbc0f7ce5,watch,0.1200,4,0.0169,0.2500,0.2100,0.1500,1,0,"weak score 0.12; trades often illiquid; profit concentrated in one trade; few resolved trades"
361,0xe25b9180f5687aa85bd94ee309bb72a464320f1b,watch,0.5800,500,0.0087,0.7800,0.3900,0.1500,1,0,"global score 0.58 above threshold 0.5, copyable"
361,0xf3ad8f80006d90a5ba90112a675d13bffd740724,watch,0.7500,8,1.4935,1.0000,0.5000,0.1500,1,0,"global score 0.75 above threshold 0.5, copyable"
362,0x141a583405f75e596904ce6db4a3401129bad05a,watch,0.6100,145,0.1467,0.6100,0.3000,0.1500,1,0,"global score 0.61 above threshold 0.5, copyable"
363,0xcf19c420814435ffb1c459588208ed23a7ee6402,watch,0.1900,14,0.1608,0.2100,0.1100,0.1500,1,0,"weak score 0.19; spreads usually wide; profit concentrated in one trade"
364,0x42c99f38d2b951b0dc8e8bd5371fa80c9dd19623,watch,0.6200,500,0.1044,0.5200,0.2600,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
364,0x698bbfabc657d1e08b608b8ce0a58ed808b74426,watch,0.6700,500,0.2609,0.7300,0.3700,0.1500,1,0,"global score 0.67 above threshold 0.5, copyable"
365,0x27dbb8cbf777389fd13d0e911cef9237a3cf3824,watch,0.6700,497,0.2963,0.6800,0.3400,0.1500,1,0,"global score 0.67 above threshold 0.5, copyable"
365,0x3a959c179cf018395db289eb553d09e70e0f343b,watch,0.6700,470,1.0168,0.2600,0.1300,0.1500,1,0,"global score 0.67 above threshold 0.5, copyable"
366,0x447fec5ca2a21c1e5512319d88244c33fe3ba05e,watch,0.6800,173,0.2397,0.6900,0.3400,0.1500,1,0,"global score 0.68 above threshold 0.5, copyable"
366,0x98ad6e5ebaf33d5627294f521fe33d42fa005bd0,watch,0.7100,500,0.4744,0.3300,0.1700,0.1500,1,0,"global score 0.71 above threshold 0.5, copyable"
367,0x215adbb63b47d0ca92f849fe2c2dc1adb0f6254c,watch,0.5300,248,-0.0070,0.1800,0.0900,0.1500,1,0,"global score 0.53 above threshold 0.5, copyable"
368,0xafe6f21983334fbd497593b53b735e1689e5ee46,watch,0.5200,2,3.7170,1.0000,0.8300,0.1500,1,0,"global score 0.52 above threshold 0.5, copyable"
369,0xf3488e52ac2d7f0628b04481db5a5b0446f0e543,watch,0.5200,500,-0.0265,0.6300,0.3200,0.1500,1,0,"global score 0.52 above threshold 0.5, copyable"
